Data tragerii,N.1,N.2,N.3,N.4,N.5,J
20-12-12,5,11,15,2,1,20
23-12-12,44,38,6,29,43,15
30-12-12,18,9,15,24,1,6
30-12-12,16,39,33,2,22,18
06-01-13,35,34,32,21,27,9
10-01-13,7,19,20,37,3,2
13-01-13,39,33,29,4,38,3
17-01-13,37,31,3,13,15,4
20-01-13,32,18,17,14,38,16
24-01-13,18,32,1,35,23,6
27-01-13,40,35,17,9,42,13
31-01-13,15,19,13,10,29,20
03-02-13,8,35,4,13,9,5
07-02-13,35,12,9,10,41,20
10-02-13,28,18,5,29,42,11
14-02-13,27,32,44,45,23,5
17-02-13,45,38,2,42,11,1
21-02-13,3,35,39,38,9,18
24-02-13,32,40,15,38,4,4
28-02-13,40,23,39,13,18,14
03-03-13,12,45,19,36,28,17
07-03-13,12,17,32,44,37,6
10-03-13,5,33,41,40,23,6
14-03-13,28,6,9,10,40,2
17-03-13,27,8,43,23,19,20
21-03-13,15,26,30,32,1,2
24-03-13,9,30,44,6,10,3
28-03-13,5,8,34,18,25,12
31-03-13,45,39,19,41,15,18
04-04-13,20,45,36,3,19,4
07-04-13,13,18,9,4,27,1
11-04-13,45,10,9,42,22,19
14-04-13,9,17,14,30,16,14
18-04-13,4,39,13,37,36,10
21-04-13,28,41,4,36,1,15
25-04-13,2,30,13,38,34,12
28-04-13,43,10,2,12,11,15
05-05-13,44,3,38,33,27,17
05-05-13,8,6,15,7,3,4
09-05-13,15,16,11,23,22,9
12-05-13,23,5,39,33,3,7
16-05-13,30,39,41,19,38,6
19-05-13,32,30,10,42,6,11
23-05-13,39,32,14,1,13,14
26-05-13,17,41,21,7,36,7
30-05-13,26,21,17,23,30,10
02-06-13,31,18,11,7,39,15
06-06-13,23,45,20,9,11,5
09-06-13,11,30,35,28,37,10
13-06-13,18,2,1,30,32,4
16-06-13,41,17,31,25,33,15
20-06-13,13,25,20,28,36,6
23-06-13,13,1,19,14,29,13
27-06-13,25,7,33,9,30,11
30-06-13,21,6,45,44,26,1
04-07-13,16,2,17,14,15,7
07-07-13,4,20,16,3,8,5
11-07-13,36,20,5,37,15,1
14-07-13,38,17,37,28,8,2
18-07-13,32,39,40,13,22,13
21-07-13,45,13,31,25,43,3
25-07-13,11,41,20,38,27,7
28-07-13,11,8,27,31,32,13
01-08-13,5,33,32,30,20,4
04-08-13,39,13,9,29,19,20
08-08-13,7,33,28,20,12,2
11-08-13,11,23,20,43,45,7
15-08-13,9,40,30,8,24,18
18-08-13,32,15,29,42,3,5
22-08-13,17,29,28,4,40,14
25-08-13,31,37,6,17,42,12
29-08-13,5,11,42,20,28,10
01-09-13,6,1,37,5,13,18
05-09-13,14,22,16,32,25,16
08-09-13,37,32,36,42,33,3
15-09-13,36,14,32,43,9,9
15-09-13,13,36,15,30,37,19
19-09-13,6,25,32,13,29,20
22-09-13,12,24,4,9,32,16
26-09-13,4,39,30,6,10,17
29-09-13,38,44,27,13,40,17
03-10-13,24,15,45,29,28,16
06-10-13,39,33,29,35,14,4
10-10-13,24,45,17,29,10,4
13-10-13,36,10,19,30,8,9
17-10-13,32,31,28,4,22,10
20-10-13,45,14,44,25,39,20
24-10-13,7,19,15,2,11,13
27-10-13,2,34,3,32,10,7
31-10-13,9,7,18,19,39,3
03-11-13,8,34,26,27,1,3
07-11-13,20,29,33,7,44,7
10-11-13,29,24,28,21,19,8
14-11-13,22,2,28,11,21,15
17-11-13,25,44,36,40,19,20
21-11-13,42,19,6,38,18,2
24-11-13,7,44,40,12,39,17
28-11-13,31,30,18,25,28,13
01-12-13,29,38,36,37,23,6
05-12-13,6,23,35,17,30,19
08-12-13,9,1,18,2,45,4
12-12-13,26,16,21,41,8,19
15-12-13,4,39,29,10,24,19
19-12-13,43,12,42,30,15,14
22-12-13,43,5,18,14,8,20
30-12-13,8,23,42,43,40,19
30-12-13,10,44,24,3,41,2
05-01-14,28,30,2,37,45,16
09-01-14,9,21,23,19,6,18
12-01-14,42,10,25,21,36,2
16-01-14,14,19,24,45,9,20
19-01-14,16,11,2,40,9,10
23-01-14,44,14,19,45,27,13
26-01-14,1,10,20,4,23,9
30-01-14,44,43,41,22,16,20
02-02-14,10,17,29,7,45,5
06-02-14,34,2,36,45,27,16
09-02-14,10,29,24,5,25,13
13-02-14,21,5,22,43,30,9
16-02-14,31,34,21,30,19,7
20-02-14,34,5,30,45,33,16
23-02-14,11,1,39,24,13,5
27-02-14,26,25,20,3,28,4
02-03-14,24,45,32,27,19,11
06-03-14,32,39,6,13,33,4
09-03-14,38,45,20,41,39,2
13-03-14,2,39,45,1,37,14
16-03-14,22,45,32,35,38,17
20-03-14,39,34,9,29,11,19
23-03-14,23,31,19,34,43,6
27-03-14,15,6,11,24,27,5
30-03-14,38,44,20,26,16,15
03-04-14,40,45,38,22,39,16
06-04-14,18,15,43,45,4,2
10-04-14,15,29,13,38,43,15
13-04-14,39,32,16,29,27,20
20-04-14,10,9,23,16,22,1
20-04-14,44,18,35,5,19,11
24-04-14,21,5,42,38,43,11
27-04-14,17,42,4,44,37,2
01-05-14,4,17,24,32,37,5
04-05-14,15,28,42,37,25,12
08-05-14,34,30,28,12,38,11
11-05-14,1,16,40,30,26,3
15-05-14,43,27,19,35,10,9
18-05-14,26,20,41,14,27,16
22-05-14,19,25,16,8,21,3
25-05-14,38,45,24,42,1,10
29-05-14,22,14,8,39,3,14
01-06-14,4,2,3,7,30,4
01-06-14,14,26,32,24,18,19
08-06-14,35,33,36,45,40,5
12-06-14,12,18,5,22,39,19
15-06-14,35,19,20,22,25,12
19-06-14,22,18,29,28,42,7
22-06-14,33,31,7,45,34,13
26-06-14,36,35,11,1,44,20
29-06-14,13,15,30,3,45,18
03-07-14,38,31,42,25,19,4
06-07-14,22,1,4,28,33,10
10-07-14,24,15,2,38,27,4
13-07-14,42,6,7,8,20,10
17-07-14,16,21,44,17,24,19
20-07-14,8,1,21,43,37,9
24-07-14,28,15,23,45,40,9
27-07-14,23,15,24,5,44,3
31-07-14,19,3,45,42,8,18
03-08-14,40,23,34,36,21,20
07-08-14,23,26,4,37,11,8
10-08-14,14,21,10,42,35,12
14-08-14,40,16,36,7,4,16
17-08-14,42,35,44,4,31,3
21-08-14,33,8,14,5,17,18
24-08-14,45,11,44,17,4,8
28-08-14,28,30,7,3,29,11
31-08-14,4,29,22,41,27,9
04-09-14,1,22,11,37,7,14
07-09-14,31,14,8,12,40,17
14-09-14,7,3,13,36,14,3
14-09-14,38,27,15,25,43,6
18-09-14,34,4,18,19,44,15
21-09-14,34,33,17,10,4,2
25-09-14,12,19,39,36,38,13
28-09-14,15,32,40,37,23,14
02-10-14,8,26,44,24,7,18
05-10-14,5,37,19,42,7,18
09-10-14,1,30,34,24,26,13
12-10-14,37,7,27,26,1,14
16-10-14,1,12,31,6,24,5
19-10-14,12,25,44,29,41,2
23-10-14,7,34,29,31,45,19
26-10-14,1,30,43,9,40,18
30-10-14,24,28,2,19,16,12
02-11-14,28,10,40,23,5,5
06-11-14,30,43,7,24,1,19
09-11-14,15,40,25,45,43,11
13-11-14,5,6,28,25,24,19
16-11-14,29,41,21,9,35,13
20-11-14,1,26,20,10,29,13
23-11-14,25,18,14,29,36,4
27-11-14,26,6,7,28,40,9
30-11-14,2,5,26,8,24,7
04-12-14,25,7,21,6,38,4
07-12-14,9,13,32,22,28,7
11-12-14,41,27,8,38,12,17
14-12-14,11,29,9,13,6,14
18-12-14,18,43,12,26,39,20
21-12-14,23,13,43,21,45,1
30-12-14,32,34,11,27,8,14
30-12-14,43,27,38,8,15,10
11-01-15,44,40,29,30,2,12
15-01-15,5,41,2,22,39,3
18-01-15,9,6,17,8,12,2
22-01-15,1,30,40,17,29,3
25-01-15,1,23,38,3,30,5
29-01-15,7,36,31,44,4,4
01-02-15,27,17,14,39,42,5
05-02-15,6,26,40,3,10,19
08-02-15,1,3,45,16,21,12
12-02-15,11,26,24,6,17,7
15-02-15,43,42,15,16,4,20
19-02-15,24,39,42,22,5,12
22-02-15,40,1,44,9,29,16
26-02-15,30,23,28,36,17,13
01-03-15,8,24,16,22,38,5
01-03-15,20,38,41,22,32,11
05-03-15,1,34,2,22,39,2
08-03-15,45,41,21,17,33,14
12-03-15,32,13,30,40,28,4
15-03-15,10,7,20,12,23,6
19-03-15,38,2,15,20,19,18
22-03-15,10,18,34,42,32,17
26-03-15,14,40,19,12,22,20
29-03-15,6,12,14,19,24,15
02-04-15,20,42,6,17,4,18
05-04-15,2,23,25,29,27,10
09-04-15,29,2,17,19,22,13
12-04-15,26,8,44,20,37,5
12-04-15,40,1,38,35,22,19
16-04-15,21,34,6,26,38,16
19-04-15,14,36,38,24,4,8
23-04-15,45,35,39,34,15,4
26-04-15,4,26,24,16,41,19
30-04-15,35,9,25,27,16,19
03-05-15,27,9,32,21,14,20
07-05-15,30,26,20,34,24,5
10-05-15,30,4,29,33,2,2
14-05-15,6,15,14,26,23,19
17-05-15,16,21,33,42,19,2
21-05-15,31,16,5,9,3,17
24-05-15,5,16,45,44,41,9
28-05-15,16,36,11,29,28,13
31-05-15,10,29,36,14,31,18
04-06-15,1,23,3,9,25,11
07-06-15,28,31,26,3,6,1
11-06-15,10,9,39,19,4,19
14-06-15,20,1,5,11,18,4
18-06-15,31,16,28,44,39,15
21-06-15,37,17,8,39,4,1
25-06-15,43,38,3,26,2,17
28-06-15,28,22,12,17,33,10
02-07-15,8,18,40,14,4,8
05-07-15,17,29,32,18,4,1
09-07-15,28,8,6,2,12,16
12-07-15,5,28,39,41,22,2
16-07-15,27,29,10,32,3,7
19-07-15,16,38,12,22,3,3
23-07-15,3,40,37,20,16,1
26-07-15,22,17,5,2,36,14
30-07-15,21,23,26,16,41,9
02-08-15,41,10,29,31,6,20
06-08-15,21,34,30,5,45,17
09-08-15,14,24,45,43,11,9
13-08-15,6,24,42,7,38,20
16-08-15,44,8,24,16,7,7
20-08-15,18,14,43,2,5,7
23-08-15,21,4,10,3,25,14
27-08-15,20,41,37,27,30,18
30-08-15,42,25,1,24,39,19
03-09-15,18,7,43,45,22,7
06-09-15,15,1,38,17,8,3
13-09-15,43,18,16,23,6,16
13-09-15,33,3,6,24,45,14
17-09-15,30,27,3,36,33,6
20-09-15,10,28,30,11,7,16
24-09-15,29,28,45,41,20,15
27-09-15,27,26,20,35,34,7
01-10-15,30,2,43,12,17,13
04-10-15,9,25,29,38,16,9
08-10-15,12,44,39,22,35,8
11-10-15,26,44,39,12,8,12
15-10-15,45,6,13,30,12,6
18-10-15,13,10,15,6,31,5
22-10-15,39,41,25,27,37,16
25-10-15,20,21,44,17,45,15
29-10-15,34,40,38,8,20,14
01-11-15,17,14,45,16,20,9
05-11-15,28,18,37,44,3,4
08-11-15,38,24,17,15,36,1
12-11-15,17,1,21,15,42,16
15-11-15,5,14,32,34,21,7
19-11-15,22,7,38,13,1,20
22-11-15,15,12,11,10,1,14
26-11-15,23,1,30,34,6,6
29-11-15,10,7,33,16,9,18
03-12-15,36,10,37,24,15,6
06-12-15,4,18,16,29,31,14
10-12-15,23,41,9,1,22,8
13-12-15,34,35,6,44,22,7
17-12-15,3,17,15,10,9,7
20-12-15,17,45,36,16,33,11
30-12-15,4,3,40,1,2,13
30-12-15,5,18,16,2,24,13
07-01-16,33,17,20,22,4,16
10-01-16,35,41,28,37,25,2
14-01-16,33,3,28,41,32,3
17-01-16,20,26,5,38,18,16
21-01-16,27,2,4,10,11,9
24-01-16,24,44,32,8,27,20
28-01-16,5,42,36,8,11,11
31-01-16,23,18,24,20,13,7
04-02-16,26,23,44,9,40,1
07-02-16,18,11,12,4,8,5
11-02-16,2,33,40,17,38,9
14-02-16,35,34,43,20,24,20
18-02-16,19,41,25,34,24,20
21-02-16,11,39,1,42,24,17
25-02-16,45,5,8,41,14,15
28-02-16,20,30,27,17,16,11
03-03-16,33,8,14,10,3,2
06-03-16,26,27,17,37,33,5
06-03-16,22,26,35,8,19,18
10-03-16,39,44,19,6,36,17
13-03-16,7,29,42,20,17,7
17-03-16,40,7,1,38,39,20
20-03-16,31,23,33,42,44,16
24-03-16,2,9,32,40,27,2
27-03-16,28,30,9,32,42,18
31-03-16,32,45,33,27,8,1
03-04-16,19,29,3,17,37,4
07-04-16,21,27,18,33,45,1
10-04-16,24,25,3,40,39,16
14-04-16,28,35,36,6,24,20
17-04-16,14,43,20,30,24,3
21-04-16,10,19,26,23,39,15
24-04-16,28,20,23,3,24,11
01-05-16,42,17,11,20,16,2
01-05-16,44,24,15,41,5,2
05-05-16,18,12,11,16,39,11
08-05-16,11,41,37,34,7,6
12-05-16,40,7,8,43,34,3
15-05-16,35,37,13,41,31,1
19-05-16,34,29,21,42,19,9
22-05-16,38,34,37,35,17,11
26-05-16,19,23,37,43,38,2
29-05-16,36,11,6,18,10,7
02-06-16,40,38,30,31,23,18
05-06-16,3,28,36,23,45,5
09-06-16,3,11,10,31,35,4
12-06-16,6,45,3,21,40,2
16-06-16,21,3,37,39,7,11
19-06-16,10,2,41,16,19,9
23-06-16,12,45,30,6,2,11
26-06-16,11,40,7,20,17,10
30-06-16,25,40,31,39,32,14
03-07-16,4,41,43,17,29,14
07-07-16,23,1,31,36,12,18
10-07-16,7,38,36,31,6,12
14-07-16,19,11,20,34,27,9
17-07-16,42,14,28,22,36,9
21-07-16,24,16,10,39,1,12
24-07-16,12,33,32,45,4,19
28-07-16,8,35,11,17,42,16
31-07-16,8,45,2,42,5,16
04-08-16,20,19,29,17,32,14
07-08-16,24,41,33,15,16,5
11-08-16,21,32,36,13,15,2
14-08-16,35,21,19,11,34,9
18-08-16,42,32,27,31,2,18
21-08-16,3,20,32,8,4,6
25-08-16,16,32,25,28,38,20
28-08-16,23,27,20,6,16,3
01-09-16,37,3,41,24,35,11
04-09-16,23,4,32,18,24,16
08-09-16,12,34,16,1,41,10
11-09-16,43,34,31,24,2,2
15-09-16,5,33,42,45,17,7
18-09-16,40,24,22,23,20,11
18-09-16,26,42,10,32,6,5
22-09-16,25,12,39,16,13,6
25-09-16,18,34,5,33,28,9
29-09-16,24,31,3,13,10,5
02-10-16,26,32,6,8,24,6
06-10-16,16,45,39,1,22,5
09-10-16,19,32,18,13,15,8
13-10-16,38,16,2,1,43,1
16-10-16,23,29,16,4,20,3
20-10-16,22,23,39,18,34,4
23-10-16,22,40,32,42,15,17
27-10-16,30,39,24,20,9,14
30-10-16,14,23,2,6,35,17
03-11-16,5,2,32,31,43,10
06-11-16,32,25,8,45,24,10
10-11-16,7,11,43,9,35,2
13-11-16,31,39,27,37,32,11
17-11-16,10,29,7,11,8,12
20-11-16,41,22,21,18,37,10
24-11-16,39,5,17,2,25,1
27-11-16,14,10,45,18,3,1
04-12-16,41,29,21,22,45,3
08-12-16,41,32,26,4,23,17
11-12-16,15,6,9,5,3,1
15-12-16,15,37,24,17,9,15
18-12-16,1,2,12,41,31,17
22-12-16,27,1,3,38,31,18
31-12-16,17,34,31,36,24,7
31-12-16,45,23,32,11,25,1
05-01-17,7,38,12,31,42,10
08-01-17,23,21,10,34,27,4
12-01-17,7,22,5,6,44,13
15-01-17,11,40,36,41,5,19
19-01-17,41,43,44,2,15,20
22-01-17,22,29,37,31,5,8
26-01-17,21,7,28,34,23,15
29-01-17,44,10,11,8,17,17
02-02-17,20,31,16,38,15,14
05-02-17,37,14,7,32,41,17
09-02-17,12,21,9,10,33,5
12-02-17,17,10,32,18,20,14
16-02-17,41,10,27,37,20,18
19-02-17,9,12,6,16,3,6
23-02-17,23,10,4,39,13,8
26-02-17,23,45,20,21,26,12
02-03-17,27,30,9,31,16,6
05-03-17,30,26,17,15,34,6
05-03-17,33,4,36,22,17,2
09-03-17,45,30,33,3,5,20
12-03-17,28,4,10,16,23,17
16-03-17,42,34,37,16,39,4
19-03-17,3,21,37,13,19,16
23-03-17,21,6,4,35,30,11
26-03-17,3,38,27,9,24,14
30-03-17,40,28,24,42,39,8
02-04-17,41,31,15,28,18,19
06-04-17,20,28,25,21,43,5
09-04-17,23,17,16,37,28,10
16-04-17,12,31,15,22,41,7
16-04-17,10,9,2,33,31,1
20-04-17,10,40,19,20,34,11
23-04-17,8,15,12,25,30,8
27-04-17,3,5,38,1,10,13
30-04-17,28,31,26,40,4,5
04-05-17,7,20,39,33,18,19
07-05-17,38,33,15,41,23,6
11-05-17,22,21,14,12,3,13
14-05-17,5,37,15,10,16,4
18-05-17,13,19,21,3,17,5
21-05-17,12,18,39,42,19,6
25-05-17,38,20,2,26,16,2
28-05-17,40,14,27,28,34,17
01-06-17,45,31,16,26,20,14
04-06-17,45,31,6,5,15,8
08-06-17,44,34,3,18,26,8
11-06-17,36,33,30,44,26,1
15-06-17,38,5,2,45,35,3
18-06-17,38,25,40,1,37,11
22-06-17,26,40,12,3,19,14
25-06-17,20,2,31,22,40,19
29-06-17,27,35,21,7,14,15
02-07-17,2,45,9,13,15,7
06-07-17,8,30,15,11,14,8
09-07-17,37,20,42,7,26,10
13-07-17,15,42,16,4,7,13
16-07-17,45,34,21,35,10,2
20-07-17,15,27,21,6,14,8
23-07-17,6,39,37,16,20,16
27-07-17,13,39,34,30,5,18
30-07-17,4,15,19,33,38,16
03-08-17,41,32,22,26,39,8
06-08-17,21,32,4,40,23,9
06-08-17,38,42,43,8,19,13
10-08-17,33,19,13,39,34,11
13-08-17,14,19,40,31,6,10
17-08-17,15,45,8,17,14,18
20-08-17,23,14,38,40,44,18
24-08-17,11,14,43,4,7,19
27-08-17,15,39,24,29,18,5
31-08-17,35,8,36,6,16,12
03-09-17,36,20,12,31,45,5
07-09-17,20,12,40,31,10,18
10-09-17,16,31,10,22,40,9
17-09-17,20,39,40,29,36,16
17-09-17,27,20,35,5,13,17
21-09-17,19,21,27,14,18,4
24-09-17,4,35,24,41,25,5
28-09-17,17,1,4,8,44,19
01-10-17,32,30,33,28,21,13
05-10-17,2,12,31,10,29,6
08-10-17,40,3,5,4,29,8
12-10-17,32,43,42,3,37,8
15-10-17,32,21,22,24,42,2
19-10-17,16,19,3,25,6,12
22-10-17,42,19,11,32,4,8
26-10-17,21,43,37,1,36,9
29-10-17,21,41,27,42,20,10
02-11-17,6,38,23,20,10,9
05-11-17,29,19,3,5,10,14
09-11-17,29,8,15,20,1,7
12-11-17,21,29,7,40,2,10
16-11-17,22,9,45,10,20,15
19-11-17,16,17,33,11,22,6
23-11-17,43,41,17,18,29,1
26-11-17,12,6,33,7,35,5
30-11-17,7,45,22,9,21,11
03-12-17,5,44,19,21,7,14
07-12-17,9,29,31,12,10,11
10-12-17,27,30,3,22,44,10
14-12-17,5,21,8,42,33,17
17-12-17,43,21,3,8,13,6
21-12-17,36,29,35,9,30,14
24-12-17,39,31,33,42,27,20
31-12-17,41,14,7,31,37,2
31-12-17,44,29,8,14,17,3
04-01-18,33,12,42,7,30,8
07-01-18,42,8,1,41,2,19
11-01-18,22,20,12,42,15,12
14-01-18,29,40,43,13,35,9
18-01-18,13,24,40,35,34,20
21-01-18,43,9,16,36,32,8
25-01-18,8,12,33,1,38,1
28-01-18,16,28,6,5,32,4
01-02-18,26,34,2,28,11,14
04-02-18,35,16,36,26,39,9
08-02-18,21,41,42,37,44,20
11-02-18,12,33,17,30,2,5
15-02-18,45,44,2,32,10,6
18-02-18,28,12,20,2,35,7
22-02-18,29,19,26,4,35,13
25-02-18,10,37,24,15,25,13
01-03-18,44,40,39,3,32,20
04-03-18,39,34,21,10,30,4
04-03-18,38,1,25,30,7,7
08-03-18,35,45,13,4,24,2
11-03-18,37,8,41,22,38,3
15-03-18,6,5,3,25,21,17
18-03-18,6,24,27,23,10,1
22-03-18,34,5,20,23,29,7
25-03-18,21,45,28,16,23,4
29-03-18,34,3,1,29,20,6
01-04-18,15,21,41,5,12,8
08-04-18,40,21,37,26,42,6
08-04-18,28,10,34,41,14,19
12-04-18,39,37,16,44,6,5
15-04-18,13,44,5,42,43,6
19-04-18,27,10,19,14,32,2
22-04-18,6,31,7,3,12,7
26-04-18,10,44,3,20,16,3
29-04-18,32,30,12,11,19,11
03-05-18,31,15,38,32,44,5
06-05-18,11,27,6,4,41,5
10-05-18,4,18,12,14,9,7
13-05-18,4,35,18,8,1,2
17-05-18,13,35,17,24,6,5
20-05-18,35,28,1,24,3,9
24-05-18,28,41,42,17,43,5
27-05-18,30,42,3,25,28,4
31-05-18,31,41,35,21,22,20
03-06-18,28,34,18,29,22,1
07-06-18,5,4,35,36,31,20
10-06-18,40,39,16,2,7,16
14-06-18,1,34,35,27,3,7
17-06-18,31,8,3,33,45,5
21-06-18,22,20,25,12,36,15
24-06-18,35,9,30,17,7,5
28-06-18,11,35,7,25,20,4
01-07-18,7,31,40,45,22,17
05-07-18,12,4,25,30,6,15
08-07-18,26,31,6,23,18,8
12-07-18,34,31,33,9,18,5
15-07-18,41,23,3,18,2,18
19-07-18,31,8,28,22,40,7
22-07-18,2,8,41,28,40,8
26-07-18,34,10,26,25,36,19
29-07-18,30,13,14,36,5,15
02-08-18,1,12,45,38,23,20
05-08-18,3,20,1,25,12,10
09-08-18,26,28,40,21,24,5
12-08-18,29,38,45,4,25,11
16-08-18,5,31,26,42,30,13
19-08-18,45,30,7,31,9,6
23-08-18,3,37,16,8,34,9
26-08-18,12,28,17,45,42,17
30-08-18,39,5,7,15,29,8
02-09-18,19,31,8,33,17,14
06-09-18,27,10,2,43,12,1
09-09-18,13,14,1,35,25,10
13-09-18,32,2,20,40,41,4
16-09-18,2,37,34,15,21,4
16-09-18,21,12,18,28,32,13
20-09-18,12,24,31,6,34,18
23-09-18,24,22,40,39,27,17
27-09-18,11,26,32,23,44,9
30-09-18,40,32,41,2,38,3
04-10-18,31,44,41,20,25,5
07-10-18,21,3,42,34,4,9
11-10-18,34,1,6,26,10,14
14-10-18,6,18,29,32,17,8
18-10-18,19,20,38,40,10,16
21-10-18,35,5,43,21,9,7
21-10-18,4,7,19,26,31,9
25-10-18,25,13,15,11,37,17
28-10-18,17,24,42,44,13,6
01-11-18,16,44,9,27,36,2
04-11-18,44,40,27,10,35,12
08-11-18,32,22,6,42,36,3
11-11-18,25,18,37,39,32,13
15-11-18,24,20,4,25,39,3
18-11-18,9,38,8,6,3,15
18-11-18,28,40,18,43,16,20
22-11-18,6,15,45,32,41,16
25-11-18,25,27,3,1,8,2
29-11-18,39,37,43,44,2,5
02-12-18,17,4,37,16,27,2
02-12-18,17,27,26,23,30,15
06-12-18,37,36,18,39,7,3
09-12-18,38,14,37,12,19,20
13-12-18,32,6,25,24,42,6
16-12-18,43,31,22,9,23,7
20-12-18,18,45,21,20,37,15
23-12-18,45,2,21,3,10,20
31-12-18,39,4,13,32,20,3
06-01-19,8,20,42,38,22,17
10-01-19,18,38,43,45,11,2
13-01-19,29,44,27,6,40,19
17-01-19,39,3,32,27,30,3
20-01-19,11,33,10,6,12,3
24-01-19,36,13,45,31,12,14
27-01-19,17,3,7,28,38,15
31-01-19,25,6,43,5,2,4
03-02-19,21,22,14,7,43,19
07-02-19,1,41,5,2,22,6
10-02-19,44,30,17,3,24,6
14-02-19,43,3,41,27,15,19
17-02-19,4,3,13,43,11,16
21-02-19,1,37,13,23,5,2
24-02-19,30,6,27,13,20,11
28-02-19,29,3,39,14,33,6
03-03-19,42,18,33,12,34,4
07-03-19,18,15,40,13,3,6
10-03-19,16,27,22,6,43,4
14-03-19,28,39,33,1,45,8
17-03-19,9,14,12,10,4,7
21-03-19,35,29,11,14,4,6
24-03-19,13,4,22,35,39,4
28-03-19,26,10,15,16,14,18
31-03-19,40,21,16,18,17,2
04-04-19,21,5,24,16,13,8
07-04-19,29,21,34,1,39,2
11-04-19,17,37,27,4,35,3
14-04-19,40,13,39,34,25,10
18-04-19,14,33,26,9,28,5
21-04-19,16,13,33,44,39,8
27-04-19,5,6,15,25,33,12
27-04-19,22,6,21,5,45,3
02-05-19,40,3,16,1,37,18
05-05-19,14,5,11,25,18,18
09-05-19,26,17,1,8,33,17
12-05-19,7,4,42,27,19,12
16-05-19,42,23,41,38,13,14
19-05-19,3,28,44,19,14,13
23-05-19,45,4,31,18,21,1
26-05-19,1,8,18,12,24,18
30-05-19,41,10,32,31,6,12
02-06-19,33,20,3,21,34,18
06-06-19,30,18,43,3,16,7
09-06-19,34,11,21,40,43,2
13-06-19,16,5,38,35,37,13
16-06-19,10,27,4,37,36,12
20-06-19,37,40,44,42,28,3
23-06-19,11,21,12,2,3,19
27-06-19,37,32,16,23,2,7
30-06-19,4,7,13,40,44,19
04-07-19,10,13,33,18,45,3
07-07-19,22,5,38,4,24,4
11-07-19,39,43,16,34,28,10
14-07-19,45,16,10,35,31,18
18-07-19,1,31,12,44,5,9
21-07-19,36,9,29,26,40,11
25-07-19,41,45,24,16,6,12
28-07-19,28,45,24,40,33,5
01-08-19,35,44,19,25,43,3
04-08-19,6,20,7,9,8,4
08-08-19,43,11,15,42,36,1
11-08-19,24,23,4,18,32,9
15-08-19,30,38,40,32,27,3
18-08-19,13,6,4,1,28,3
22-08-19,31,34,8,17,24,3
25-08-19,17,14,37,41,26,7
29-08-19,42,18,27,10,32,14
01-09-19,25,22,19,4,10,9
05-09-19,37,35,8,39,14,20
08-09-19,27,3,32,2,11,14
12-09-19,44,1,35,17,43,20
15-09-19,16,43,23,24,20,16
15-09-19,17,5,6,37,44,10
19-09-19,10,6,35,21,43,7
22-09-19,23,29,10,17,26,14
26-09-19,31,10,15,7,5,16
29-09-19,31,32,19,22,35,13
03-10-19,37,24,8,40,20,12
06-10-19,45,28,4,5,18,3
10-10-19,45,31,33,30,7,9
13-10-19,22,8,5,36,23,13
17-10-19,1,40,13,19,25,10
